ID,Checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Saving_accout,Present_employment,Installment_rate,Personal_status___sex,Other_debtors_guarantors,Present_residence,Property,Age,Other_installment_plan,Housing,Num_of_existing_credits,Job,Num_of_people_liable,Telephone,Foreign_worker,Credit_status
614,1,18,1,3,1940,1,2,3,3,2,4,4,36,1,3,1,4,1,2,1,N
615,4,36,2,3,3595,1,5,4,3,1,2,3,28,3,2,1,3,1,1,1,N
616,4,30,4,3,6742,5,4,2,3,1,3,2,36,3,2,2,3,1,1,1,N
617,4,24,2,1,7814,1,4,3,3,1,3,3,38,3,2,1,4,1,2,1,N
618,4,24,2,1,9277,5,3,2,1,1,4,4,48,3,3,1,3,1,2,1,N
619,2,30,4,0,2181,5,5,4,3,1,4,1,36,3,2,2,3,1,1,1,N
620,4,18,4,3,1098,1,1,4,2,1,4,3,65,3,2,2,1,1,1,1,N
621,2,24,4,9,2825,5,4,4,3,1,3,4,34,3,2,2,3,2,2,1,N
622,4,36,4,0,6614,1,5,4,3,1,4,3,34,3,2,2,4,1,2,1,N
623,4,28,1,1,7824,5,2,3,3,3,4,1,40,1,1,2,3,2,2,1,N
624,1,27,4,9,2442,1,5,4,3,1,4,3,43,2,2,4,4,2,2,1,N
625,4,15,4,3,1829,1,5,4,3,1,4,3,46,3,2,2,3,1,2,1,N
626,1,12,4,0,2171,1,3,4,3,1,4,2,38,1,2,2,2,1,1,2,N
627,2,36,4,1,5800,1,3,3,3,1,4,3,34,3,2,2,3,1,2,1,N
628,4,18,4,3,1169,5,3,4,3,1,3,2,29,3,2,2,3,1,2,1,N
629,4,36,3,1,8947,5,4,3,3,1,2,3,31,2,2,1,4,2,2,1,N
630,1,21,2,3,2606,1,2,4,2,1,4,2,28,3,1,1,4,1,2,1,N
631,4,12,4,2,1592,4,4,3,2,1,2,2,35,3,2,1,3,1,1,2,N
632,4,15,2,2,2186,5,4,1,2,1,4,1,33,1,1,1,2,1,1,1,N
633,4,20,4,0,3485,5,2,2,1,1,4,1,44,3,2,2,3,1,2,1,N
634,4,36,4,1,10477,5,5,2,3,1,4,4,42,3,3,2,3,1,1,1,N
635,4,15,2,3,1386,5,3,4,4,1,2,1,40,3,1,1,3,1,2,1,N
636,4,24,2,3,1278,1,5,4,3,1,1,1,36,3,2,1,4,1,2,1,N
637,1,12,2,3,1107,1,3,2,3,1,2,1,20,3,1,1,4,2,2,1,N
638,1,21,2,0,3763,5,4,2,3,2,2,1,24,3,2,1,2,1,1,2,N
639,2,36,2,6,3711,5,3,2,4,1,2,3,27,3,2,1,3,1,1,1,N
640,4,15,3,1,3594,1,2,1,2,1,2,2,46,3,2,2,2,1,1,1,N
641,2,9,2,0,3195,5,3,1,2,1,2,1,33,3,2,1,2,1,1,1,N
642,4,36,3,3,4454,1,3,4,2,1,4,1,34,3,2,2,3,1,1,1,N
643,2,30,2,3,2991,5,5,2,2,1,4,3,25,3,2,1,3,1,1,1,N
644,4,11,2,9,2142,4,5,1,1,1,2,1,28,3,2,1,3,1,2,1,N
645,4,10,2,1,2848,2,3,1,3,2,2,1,32,3,2,1,3,2,1,1,N
646,4,18,4,2,1817,1,3,4,2,1,2,4,28,3,2,2,3,1,1,1,N
647,4,48,3,3,12749,3,4,4,3,1,1,3,37,3,2,1,4,1,2,1,N
648,2,12,2,0,2002,1,4,3,3,1,4,2,30,3,1,1,3,2,2,1,N
649,1,18,4,2,1049,1,2,4,2,1,4,2,21,3,1,1,3,1,1,1,N
650,4,30,2,3,1867,5,5,4,3,1,4,3,58,3,2,1,3,1,2,1,N
651,1,12,3,0,1344,1,3,4,3,1,2,1,43,3,2,2,2,2,1,1,N
652,1,24,2,2,1747,1,2,4,3,2,1,2,24,3,2,1,2,1,1,2,N
653,4,9,4,0,1224,1,3,3,3,1,1,1,30,3,2,2,3,1,1,1,N
654,4,12,4,3,522,3,5,4,3,1,4,2,42,3,2,2,3,2,2,1,N
655,1,12,2,3,1498,1,3,4,2,1,1,3,23,1,2,1,3,1,1,1,N
656,2,6,2,3,2063,1,2,4,4,1,3,3,30,3,1,1,4,1,2,1,N
657,4,24,4,1,6842,5,3,2,3,1,4,2,46,3,2,2,4,2,2,1,N
658,4,12,2,0,3527,5,2,2,3,1,3,2,45,3,2,1,4,2,2,1,N
659,4,10,2,0,1546,1,3,3,3,1,2,1,31,3,2,1,2,2,1,2,N
660,4,24,2,2,929,5,4,4,3,1,2,3,31,2,2,1,3,1,2,1,N
661,4,4,4,0,1455,1,4,2,3,1,1,1,42,3,2,3,2,2,1,1,N
662,1,15,2,2,1845,1,2,4,2,3,1,2,46,3,1,1,3,1,1,1,N
663,2,48,0,0,8358,3,2,1,2,1,1,3,30,3,2,2,3,1,1,1,N
664,4,12,2,0,2859,5,1,4,3,1,4,4,38,3,2,1,4,1,2,1,N
665,2,18,4,9,3590,1,1,3,4,1,3,3,40,3,2,3,1,2,2,1,N
666,1,12,2,0,1893,1,3,4,2,3,4,2,29,3,2,1,3,1,2,1,N
667,1,24,4,3,1231,4,5,4,2,1,4,2,57,3,1,2,4,1,2,1,N
668,3,30,4,3,3656,5,5,4,3,1,4,2,49,2,2,2,2,1,1,1,N
669,2,9,4,3,1154,1,5,2,3,1,4,1,37,3,2,3,2,1,1,1,N
670,2,24,2,2,3069,2,5,4,3,1,4,4,30,3,3,1,3,1,1,1,N
671,4,6,4,3,1740,1,5,2,4,1,2,1,30,3,1,2,3,1,1,1,N
672,2,21,3,0,2353,1,3,1,1,1,4,2,47,3,2,2,3,1,1,1,N
673,4,15,2,0,3556,5,3,3,3,1,2,4,29,3,2,1,3,1,1,1,N
674,2,6,2,5,454,1,2,3,4,1,1,2,22,3,2,1,2,1,1,1,N
675,2,30,2,3,1715,5,3,4,2,1,1,3,26,3,2,1,3,1,1,1,N
676,4,15,2,3,3568,1,5,4,2,1,2,3,54,1,1,1,4,1,2,1,N
677,4,42,2,3,7166,5,4,2,4,1,4,2,29,3,1,1,3,1,2,1,N
678,1,11,4,0,3939,1,3,1,3,1,2,1,40,3,2,2,2,2,1,1,N
679,2,15,2,5,1514,2,3,4,3,3,2,1,22,3,2,1,3,1,1,1,N
680,4,24,2,0,7393,1,3,1,3,1,4,2,43,3,2,1,2,2,1,1,N
681,4,30,4,3,2831,1,3,4,2,1,2,3,33,3,2,1,3,1,2,1,N
682,3,24,2,3,1258,3,3,3,2,1,3,3,57,3,2,1,2,1,1,1,N
683,2,6,2,3,753,1,3,2,2,3,3,1,64,3,2,1,3,1,1,1,N
684,2,18,3,9,2427,5,5,4,3,1,2,2,42,3,2,2,3,1,1,1,N
685,3,21,2,0,2923,2,3,1,2,1,1,3,28,1,2,1,4,1,2,1,N
686,4,24,4,2,2028,1,4,2,3,1,2,2,30,3,2,2,2,1,1,1,N
687,1,15,4,2,1433,1,3,4,2,1,3,2,25,3,1,2,3,1,1,1,N
688,3,42,0,9,6289,1,2,2,1,1,1,2,33,3,2,2,3,1,1,1,N
689,4,13,2,3,1409,2,1,2,2,1,4,1,64,3,2,1,3,1,1,1,N
690,1,24,2,1,6579,1,1,4,3,1,2,4,29,3,3,1,4,1,2,1,N
691,2,24,4,3,1743,1,5,4,3,1,2,2,48,3,2,2,2,1,1,1,N
692,4,12,4,6,3565,5,2,2,3,1,1,2,37,3,2,2,2,2,1,1,N
693,4,15,1,3,1569,2,5,4,3,1,4,3,34,1,2,1,2,2,1,1,N
694,1,18,2,3,1936,5,4,2,4,1,4,3,23,3,1,2,2,1,1,1,N
695,1,36,2,2,3959,1,1,4,3,1,3,2,30,3,2,1,4,1,2,1,N
696,4,12,2,0,2390,5,5,4,3,1,3,3,50,3,2,1,3,1,2,1,N
697,4,12,2,2,1736,1,4,3,2,1,4,1,31,3,2,1,2,1,1,1,N
698,1,30,2,1,3857,1,3,4,1,1,4,2,40,3,2,1,4,1,2,1,N
699,4,12,2,3,804,1,5,4,3,1,4,3,38,3,2,1,3,1,1,1,N
700,2,45,4,1,4576,2,1,3,3,1,4,3,27,3,2,1,3,1,1,1,N
701,2,48,2,3,5951,1,3,2,2,1,2,1,22,3,2,1,3,1,1,1,Y
702,1,24,3,0,4870,1,3,3,3,1,4,4,53,3,3,2,3,2,1,1,Y
703,2,30,4,0,5234,1,1,4,4,1,2,3,28,3,2,2,4,1,1,1,Y
704,2,12,2,0,1295,1,2,3,2,1,1,3,25,3,1,1,3,1,1,1,Y
705,1,48,2,9,4308,1,2,3,2,1,4,2,24,3,1,1,3,1,1,1,Y
706,1,24,4,0,1199,1,5,4,3,1,4,3,60,3,2,2,2,1,1,1,Y
707,1,24,2,3,1282,2,3,4,2,1,2,3,32,3,2,1,2,1,1,1,Y
708,2,24,2,1,12579,1,5,4,2,1,2,4,44,3,3,1,4,1,2,1,Y
709,1,60,3,9,6836,1,5,3,3,1,4,4,63,3,2,2,3,1,2,1,Y
710,2,45,4,3,4746,1,2,4,3,1,2,2,25,3,2,2,2,1,1,1,Y
711,3,18,2,3,2100,1,3,4,3,2,2,1,37,2,2,1,3,1,1,1,Y
712,1,48,4,1,6143,1,5,4,2,1,4,4,58,2,3,2,2,1,1,1,Y
713,2,36,3,0,2225,1,5,4,3,1,4,4,57,1,3,2,3,1,2,1,Y
714,2,12,2,3,6468,5,1,2,3,1,1,4,52,3,2,1,4,1,2,1,Y
715,1,36,4,2,6229,1,2,4,2,2,4,4,23,3,1,2,2,1,2,1,Y
716,2,36,0,9,1953,1,5,4,3,1,4,4,61,3,3,1,4,1,2,1,Y
717,2,48,0,9,14421,1,3,2,3,1,2,3,25,3,2,1,3,1,2,1,Y
718,4,36,2,6,1819,1,3,4,3,1,4,4,37,2,3,1,3,1,2,1,Y
719,1,36,2,6,1977,5,5,4,3,1,4,4,40,3,2,1,4,1,2,1,Y
720,1,42,2,3,3965,1,2,4,3,1,3,3,34,3,2,1,3,1,1,1,Y
721,4,24,2,3,5943,5,2,1,2,1,1,3,44,3,2,2,3,1,2,1,Y
722,2,36,2,6,12612,2,3,1,3,1,4,4,47,3,3,1,3,2,2,1,Y
723,1,12,0,5,1108,1,4,4,3,1,3,1,28,3,2,2,3,1,1,1,Y
724,4,12,4,3,797,5,5,4,2,1,3,2,33,1,2,1,2,2,1,1,Y
725,2,54,0,9,15945,1,2,3,3,1,4,4,58,3,1,1,3,1,2,1,Y
726,2,24,4,10,11938,1,3,2,3,2,3,3,39,3,2,2,4,2,2,1,Y
727,4,18,1,0,6458,1,5,2,3,1,4,4,39,1,2,2,4,2,2,1,Y
728,4,36,4,0,7855,1,3,4,2,1,2,1,25,2,2,2,3,1,2,1,Y
729,1,42,2,3,7174,5,4,4,2,1,3,3,30,3,2,1,4,1,2,1,Y
730,1,33,4,2,4281,3,3,1,2,1,4,3,23,3,2,2,3,1,1,1,Y
731,1,21,2,3,1835,1,3,3,2,1,2,1,25,3,2,2,3,1,2,1,Y
732,2,18,2,2,1924,5,2,4,2,1,3,1,27,3,1,1,3,1,1,1,Y
733,2,12,2,5,639,1,3,4,3,1,2,3,30,3,2,1,3,1,1,1,Y
734,1,12,4,0,3499,1,3,3,2,2,2,1,29,3,2,2,3,1,1,1,Y
735,1,36,3,6,6887,1,3,4,3,1,3,2,29,2,2,1,3,1,2,1,Y
736,2,12,2,3,766,3,3,4,3,1,3,1,66,3,2,1,2,1,1,1,Y
737,1,18,2,2,2462,1,3,2,3,1,2,3,22,3,2,1,3,1,1,1,Y
738,1,12,2,2,1282,1,3,2,2,1,4,3,20,3,1,1,3,1,1,1,Y
739,1,18,2,2,1131,1,1,4,2,1,2,3,33,3,2,1,3,1,1,1,Y
740,2,24,4,9,1935,1,5,4,1,1,4,1,31,3,2,2,3,1,2,1,Y
741,1,15,0,0,950,1,5,4,3,1,3,3,33,3,1,2,3,2,1,1,Y
742,2,24,3,2,2064,1,1,3,2,1,2,2,34,3,2,1,4,1,2,1,Y
743,1,21,3,6,3414,1,2,2,3,1,1,2,26,3,2,2,3,1,1,1,Y
744,4,30,1,1,7485,5,1,4,2,1,1,1,53,1,2,1,4,1,2,1,Y
745,4,36,3,9,9572,1,2,1,1,1,1,3,28,3,2,2,3,1,1,1,Y
746,2,36,3,9,4455,1,3,2,1,1,2,1,30,2,2,2,4,1,2,1,Y
747,1,21,1,0,1647,5,3,4,3,1,2,2,40,3,2,2,2,2,1,1,Y
748,2,18,4,0,884,1,5,4,3,1,4,3,36,1,2,1,3,2,2,1,Y
749,2,9,1,1,5129,1,5,2,2,1,4,4,74,1,3,1,4,2,2,1,Y
750,1,12,2,3,674,2,4,4,4,1,1,2,20,3,2,1,3,1,1,1,Y
751,4,24,2,9,4591,4,3,2,3,1,3,2,54,3,2,3,4,1,2,1,Y
752,2,48,0,9,3844,2,4,4,3,1,4,4,34,3,3,1,2,2,1,1,Y
753,2,27,2,9,3915,1,3,4,3,1,2,3,36,3,2,1,3,2,2,1,Y
754,2,45,2,3,3031,2,3,4,3,3,4,2,21,3,1,1,3,1,1,1,Y
755,2,9,4,6,1501,1,5,2,2,1,3,3,34,3,2,2,4,1,2,1,Y
756,2,12,2,2,951,2,2,4,2,1,4,3,27,1,1,4,3,1,1,1,Y
757,2,18,3,2,4297,1,5,4,1,1,3,4,40,3,2,1,4,1,2,1,Y
758,1,12,2,8,902,1,4,4,4,1,4,2,21,3,1,1,3,1,1,1,Y
759,1,27,0,9,5293,1,1,2,3,1,4,2,50,2,2,2,3,1,2,1,Y
760,3,30,3,9,1908,1,5,4,3,1,4,1,66,3,2,1,4,1,2,1,Y
761,2,48,2,3,10961,4,4,1,3,2,2,4,27,1,2,2,3,1,2,1,Y
762,1,12,2,2,7865,1,5,4,3,1,4,4,53,3,3,1,4,1,2,1,Y
763,4,9,2,3,1478,1,4,4,3,1,2,3,22,3,2,1,3,1,1,1,Y
764,3,36,2,3,4210,1,3,4,3,1,2,3,26,3,2,1,3,1,1,1,Y
765,1,24,2,3,1823,1,1,4,3,1,2,3,30,2,2,1,4,2,1,1,Y
766,2,6,2,0,14555,5,1,1,3,1,2,2,23,3,2,1,1,1,2,1,Y
767,2,21,2,9,2767,2,5,4,1,1,2,3,61,1,1,2,2,1,1,1,Y
768,1,24,2,0,915,5,5,4,2,1,2,3,29,1,2,1,3,1,1,1,Y
769,1,48,0,1,4605,1,5,3,3,1,4,4,24,3,3,2,3,2,1,1,Y
770,4,18,2,3,433,1,1,3,2,2,4,1,22,3,1,1,3,1,1,1,Y
771,2,30,2,0,2150,1,3,4,2,3,2,4,24,1,2,1,3,1,1,1,Y
772,1,12,1,3,2149,1,3,4,1,1,1,4,29,3,3,1,3,1,1,1,Y
773,2,15,2,3,802,1,5,4,3,1,3,3,37,3,2,1,3,2,1,1,Y
774,1,14,2,0,8978,1,5,1,1,1,4,2,45,3,2,1,4,1,2,2,Y
775,2,48,2,3,3060,1,4,4,3,1,4,1,28,3,2,2,3,1,1,1,Y
776,1,30,2,5,11998,1,2,1,1,1,1,4,34,3,2,1,2,1,2,1,Y
777,4,6,2,2,4611,1,2,1,2,1,4,2,32,3,2,1,3,1,1,1,Y
778,1,24,3,3,1024,1,2,4,4,1,4,1,48,2,2,1,3,1,1,1,Y
779,2,36,2,1,9398,1,2,1,4,1,4,3,28,3,1,1,4,1,2,1,Y
780,2,48,2,2,9960,1,2,1,2,1,2,3,26,3,2,1,3,1,2,1,Y
781,2,36,0,3,3804,1,3,4,2,1,1,3,42,3,2,1,3,1,2,1,Y
782,3,24,4,0,1344,5,4,4,3,1,2,1,37,1,2,2,2,2,1,1,Y
783,4,48,4,0,10127,3,3,2,3,1,2,4,44,1,3,1,3,1,1,1,Y
784,1,12,2,3,727,2,2,4,4,1,3,4,33,3,2,1,2,1,2,1,Y
785,2,8,2,2,1237,1,3,3,2,1,4,1,24,3,2,1,3,1,1,1,Y
786,2,12,2,0,685,1,4,2,4,1,3,3,25,1,2,1,2,1,1,1,Y
787,1,36,1,2,2746,1,5,4,3,1,4,3,31,1,2,1,3,1,1,1,Y
788,2,30,4,0,4249,1,1,4,4,1,2,3,28,3,2,2,4,1,1,1,Y
789,1,24,2,3,1938,1,2,4,1,1,3,2,32,3,2,1,3,1,1,1,Y
790,4,18,4,6,1864,2,3,4,2,1,2,1,30,3,2,2,3,1,1,1,Y
791,2,60,2,0,7408,2,2,4,2,1,2,2,24,3,2,1,4,1,1,1,Y
792,4,48,4,1,11590,2,3,2,2,1,4,3,24,1,1,2,2,1,1,1,Y
793,1,24,0,2,4110,1,5,3,3,1,4,4,23,1,1,2,3,2,1,1,Y
794,1,6,4,2,3384,1,3,1,1,1,4,1,44,3,1,1,4,1,2,1,Y
795,1,15,2,4,1275,5,3,4,2,1,2,3,24,3,1,1,3,1,1,1,Y
796,2,9,4,6,1136,4,5,4,3,1,3,4,32,3,3,2,3,2,1,1,Y
797,2,9,2,2,959,1,3,1,2,1,2,3,29,3,2,1,3,1,1,2,Y
798,1,12,0,3,6199,1,3,4,3,1,2,2,28,3,1,2,3,1,2,1,Y
799,2,24,2,0,1246,1,2,4,3,1,2,1,23,2,2,1,2,1,1,1,Y
800,4,36,3,3,4463,1,3,4,3,1,2,3,26,3,2,2,4,1,2,1,Y
801,1,30,2,2,2406,1,4,4,2,1,4,1,23,3,1,1,3,1,1,1,Y
802,1,18,2,2,2473,1,1,4,3,1,1,3,25,3,2,1,1,1,1,1,Y
803,1,36,2,2,3446,1,5,4,3,1,2,3,42,3,2,1,3,2,1,1,Y
804,2,60,1,10,14782,2,5,3,2,1,4,4,60,1,3,2,4,1,2,1,Y
805,1,48,1,9,7685,1,4,2,2,3,4,3,37,3,1,1,3,1,1,1,Y
806,2,36,2,0,14318,1,5,4,3,1,2,4,57,3,3,1,4,1,2,1,Y
807,2,18,2,1,12976,1,1,3,2,1,4,4,38,3,3,1,4,1,2,1,Y
808,2,12,2,0,1223,1,5,1,1,1,1,1,46,3,1,2,3,1,1,1,Y
809,4,24,3,9,8648,1,2,2,3,1,2,3,27,1,2,2,3,1,2,1,Y
810,2,24,2,3,2039,1,2,1,4,1,1,2,22,3,2,1,3,1,2,1,Y
811,3,12,4,0,939,3,4,4,4,1,2,1,28,3,2,3,3,1,2,1,Y
812,4,12,4,9,2292,1,1,4,3,1,2,3,42,2,2,2,4,1,2,1,Y
813,1,24,2,0,1381,5,3,4,2,1,2,2,35,3,2,1,3,1,1,1,Y
814,1,12,2,0,2579,1,2,4,3,1,1,1,33,3,2,1,2,2,1,1,Y
815,2,18,2,0,1042,5,3,4,2,1,2,2,33,3,2,1,3,1,1,1,Y
816,2,12,2,2,2762,5,5,1,2,1,2,2,25,1,2,1,3,1,2,1,Y
817,1,18,4,5,1190,1,1,2,2,1,4,4,55,3,3,3,1,2,1,1,Y
818,2,24,2,10,11328,1,3,2,3,2,3,3,29,1,2,2,4,1,2,1,Y
819,2,12,2,3,1484,5,3,2,4,1,1,1,25,3,2,1,3,1,2,1,Y
820,3,12,1,9,609,1,2,4,2,1,1,1,26,3,2,1,1,1,1,1,Y
821,4,12,2,6,719,1,5,4,3,1,4,3,41,1,2,1,2,2,1,1,Y
822,2,48,4,2,5096,1,3,2,2,1,3,3,30,3,2,1,4,1,2,1,Y
823,1,36,2,0,1842,1,2,4,2,1,4,3,34,3,2,1,3,1,2,1,Y
824,2,15,3,5,1512,4,3,3,4,1,3,2,61,2,2,2,3,1,1,1,Y
825,1,24,2,0,4817,1,4,2,3,2,3,2,31,3,2,1,3,1,2,1,Y
826,1,12,2,1,3386,1,5,3,3,1,4,4,35,3,3,1,3,1,2,1,Y
827,1,24,3,3,1659,1,2,4,2,1,2,3,29,3,1,1,2,1,2,1,Y
828,2,24,2,3,3092,2,2,3,4,1,2,3,22,3,1,1,3,1,2,1,Y
829,1,6,2,6,448,1,2,4,2,1,4,2,23,3,2,1,3,1,1,1,Y
830,1,9,2,0,654,1,3,4,3,1,3,3,28,3,2,1,2,1,1,1,Y
831,2,18,4,3,1245,1,3,4,4,1,2,3,33,3,2,1,3,1,1,1,Y
832,1,18,0,2,3114,1,2,1,2,1,4,2,26,3,1,1,3,1,1,1,Y
833,2,6,3,0,1209,1,1,4,3,1,4,2,47,3,2,1,4,1,2,1,Y
834,2,27,0,9,8318,1,5,2,2,1,4,4,42,3,3,2,4,1,2,1,Y
835,1,24,2,2,2996,5,3,2,4,1,4,3,20,3,2,1,3,1,1,1,Y
836,2,36,2,2,9034,2,2,4,3,2,1,4,29,3,1,1,4,1,2,1,Y
837,1,24,2,0,3123,1,2,4,2,1,1,2,27,3,2,1,3,1,1,1,Y
838,2,24,4,3,1216,2,2,4,3,1,4,4,38,1,2,2,3,2,1,1,Y
839,1,24,2,0,1207,1,2,4,2,1,4,2,24,3,1,1,3,1,1,1,Y
840,4,10,2,0,1309,5,3,4,3,3,4,2,27,3,2,1,2,1,1,1,Y
841,2,15,1,0,6850,2,1,1,3,1,2,2,34,3,2,1,4,2,2,1,Y
842,1,12,2,0,759,1,4,4,3,1,2,1,26,3,2,1,3,1,1,1,Y
843,4,36,4,2,7127,1,2,2,2,1,4,2,23,3,1,2,3,1,2,1,Y
844,1,18,2,3,3190,1,3,2,2,1,2,1,24,3,2,1,3,1,1,1,Y
845,1,48,0,2,7119,1,3,3,3,1,4,4,53,3,3,2,3,2,1,1,Y
846,1,36,2,3,2302,1,3,4,1,1,4,3,31,3,1,1,3,1,1,1,Y
847,2,15,2,0,2631,2,3,2,2,1,4,3,28,3,1,2,3,1,2,1,Y
848,3,21,4,6,2319,1,2,2,1,1,1,3,33,3,1,1,3,1,1,1,Y
849,1,48,2,0,7763,1,5,4,3,1,4,4,42,1,3,1,4,1,1,1,Y
850,2,12,2,3,1534,1,2,1,4,1,1,1,23,3,1,1,3,1,1,1,Y
851,1,30,2,2,6350,5,5,4,3,1,4,2,31,3,2,1,3,1,1,1,Y
852,3,18,2,2,2864,1,3,2,3,1,1,1,34,3,2,1,2,2,1,1,Y
853,1,24,3,0,1333,1,1,4,3,1,2,1,43,3,3,2,3,2,1,1,Y
854,1,12,1,3,626,1,3,4,2,1,4,1,24,1,2,1,2,1,1,1,Y
855,1,48,2,3,6999,1,4,1,4,3,1,1,34,3,2,2,3,1,2,1,Y
856,2,12,2,3,1331,1,2,2,3,1,1,3,22,2,2,1,3,1,1,1,Y
857,2,18,0,0,2278,2,2,3,2,1,3,3,28,3,2,2,3,1,1,1,Y
858,4,21,0,0,5003,5,3,1,2,1,4,2,29,1,2,2,3,1,2,1,Y
859,1,24,1,2,3552,1,4,3,3,1,4,3,27,1,2,1,3,1,1,1,Y
860,2,18,4,2,1928,1,2,2,3,1,2,1,31,3,2,2,2,1,1,1,Y
861,1,24,1,3,1546,1,4,4,3,3,4,3,24,1,1,1,2,1,1,1,Y
862,2,36,2,0,12389,5,3,1,3,1,4,4,37,3,3,1,3,1,2,1,Y
863,1,12,2,0,1372,1,4,2,1,1,3,3,36,3,2,1,3,1,1,1,Y
864,1,48,2,3,6758,1,3,3,2,1,2,3,31,3,2,1,3,1,2,1,Y
865,1,24,2,2,3234,1,2,4,2,1,4,1,23,3,1,1,2,1,2,1,Y
866,2,36,4,0,2820,1,2,4,1,1,4,3,27,3,2,2,3,1,1,1,Y
867,2,18,4,0,1056,1,5,3,3,3,3,1,30,1,2,2,3,1,1,1,Y
868,2,36,2,5,2384,1,2,4,3,1,1,4,33,3,1,1,2,1,1,1,Y
869,1,18,2,2,2039,1,3,1,2,1,4,1,20,1,1,1,3,1,1,1,Y
870,1,18,2,4,1217,1,3,4,4,1,3,1,47,3,2,1,2,1,2,1,Y
871,1,12,4,2,2246,1,5,3,3,1,3,2,60,3,2,2,3,1,1,1,Y
872,2,24,2,0,2718,1,3,3,2,1,4,2,20,3,1,1,2,1,2,1,Y
873,1,24,1,10,1358,5,5,4,3,1,3,3,40,2,2,1,4,1,2,1,Y
874,2,6,1,0,931,2,2,1,2,1,1,2,32,2,2,1,2,1,1,1,Y
875,1,24,2,0,1442,1,4,4,2,1,4,3,23,3,1,2,3,1,1,1,Y
876,2,24,0,9,4241,1,3,1,3,1,4,1,36,3,2,3,2,1,2,1,Y
877,4,18,4,0,2775,1,4,2,3,1,2,2,31,1,2,2,3,1,1,1,Y
878,2,9,2,2,918,1,3,4,2,1,1,2,30,3,2,1,3,1,1,1,Y
879,2,24,1,6,1837,1,4,4,2,1,4,4,34,1,3,1,2,1,1,1,Y
880,4,36,2,2,3349,1,3,4,2,1,2,3,28,3,2,1,4,1,2,1,Y
881,2,36,2,3,2671,2,3,4,2,2,4,4,50,3,3,1,3,1,1,1,Y
882,1,12,2,4,741,2,1,4,2,1,3,2,22,3,2,1,3,1,1,1,Y
883,3,10,2,0,1240,2,5,1,2,1,4,4,48,3,3,1,2,2,1,1,Y
884,4,18,3,2,1808,1,4,4,2,1,1,1,22,3,2,1,3,1,1,1,Y
885,2,30,2,2,3441,2,3,2,2,2,4,3,21,3,1,1,3,1,1,1,Y
886,4,18,4,0,1530,1,3,3,3,1,2,2,32,1,2,2,3,1,1,1,Y
887,4,48,2,9,3914,5,3,4,1,1,2,1,38,1,2,1,3,1,1,1,Y
888,1,18,2,3,2600,1,3,4,3,1,4,4,65,3,3,2,3,1,1,1,Y
889,2,9,1,0,1437,2,4,2,3,1,3,4,29,3,2,1,3,1,1,1,Y
890,1,18,1,2,1553,1,3,4,3,1,3,3,44,1,2,1,3,1,1,1,Y
891,4,9,2,2,1980,1,2,2,2,2,2,3,19,3,1,2,3,1,1,1,Y
892,2,24,2,0,1355,1,2,3,2,1,4,3,25,3,2,1,2,1,2,1,Y
893,1,42,3,3,4370,1,4,3,3,1,2,2,26,1,2,2,3,2,2,1,Y
894,1,18,2,6,750,1,1,4,2,1,1,1,27,3,2,1,1,1,1,1,Y
895,4,15,2,6,4623,2,3,3,3,1,2,2,40,3,2,1,4,1,2,1,Y
896,4,36,3,9,7980,5,2,4,3,1,4,3,27,3,1,2,3,1,2,1,Y
897,4,12,2,0,1386,3,3,2,2,1,2,2,26,3,2,1,3,1,1,1,Y
898,3,24,2,0,947,1,4,4,3,1,3,4,38,1,3,1,3,2,1,1,Y
899,1,12,2,6,684,1,3,4,3,1,4,3,40,3,1,1,2,2,1,1,Y
900,2,12,2,2,1922,1,3,4,3,1,2,2,37,3,2,1,2,1,1,1,Y
901,1,24,2,0,2303,1,5,4,3,2,1,1,45,3,2,1,3,1,1,1,Y
902,2,36,3,0,8086,2,5,2,3,1,4,3,42,3,2,4,4,1,2,1,Y
903,2,12,2,0,888,1,5,4,3,1,4,3,41,1,2,1,2,2,1,1,Y
904,1,12,2,0,900,5,3,4,4,1,2,3,23,3,2,1,3,1,1,1,Y
905,1,12,4,0,4843,1,5,3,3,2,4,2,43,3,1,2,3,1,2,1,Y
906,4,21,3,9,2580,3,2,4,3,1,2,1,41,1,2,1,2,2,1,1,Y
907,2,72,2,3,5595,2,3,2,4,1,2,3,24,3,2,1,3,1,1,1,Y
908,4,12,2,2,1123,3,3,4,2,1,4,3,29,3,1,1,2,1,1,1,Y
909,1,48,4,1,6331,1,5,4,3,1,4,4,46,3,3,2,3,1,2,1,Y
910,2,48,2,0,6560,2,4,3,3,1,2,2,24,3,2,1,3,1,1,1,Y
911,2,12,0,2,2969,1,2,4,2,1,3,2,25,3,1,2,3,1,1,1,Y
912,1,6,1,6,1198,1,5,4,2,1,4,4,35,3,3,1,3,1,1,1,Y
913,2,60,2,0,14027,1,4,4,3,1,2,4,27,3,2,1,4,1,2,1,Y
914,3,9,0,3,1337,1,2,4,3,1,2,3,34,3,2,2,4,1,2,1,Y
915,2,6,1,6,433,4,2,4,2,1,2,2,24,1,1,1,3,2,1,1,Y
916,1,12,2,0,1228,1,3,4,2,1,2,1,24,3,2,1,2,1,1,1,Y
